ID_RBD,DV_RBD,DS_NOM_ESTABLE,ID_REGION_ESTABLE,DS_REGION_ESTABLE,ID_PROVINCIA_ESTABLE,DS_PROVINCIA_ESTABLE,ID_COMUNA_ESTABLE,DS_COMUNA_ESTABLE,ID_TIPO_DEPENDENCIA,DS_TIPO_DEPENDENCIA,ID_RURALIDAD,DS_RURALIDAD, PRIMERA PRIORIDAD , SEGUNDA PRIORIDAD , TERCERA PRIORIDAD , NO PRIORIZADO EN VULNERABILIDAD , SIN INFORMACION ,TOTAL MATRICULA BÁSICA DIC 2020,IVE-SINAE BÁSICA 2021
9867,1,CENTRO DE EDUC. TECN.PROFESIONAL CODEDUC,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,1,Corporación Municipal,0,Urbano, 519 , 25 , 40 , 40 , 13 , 637 ,91.67974882
9887,6,ESCUELA EL LLANO DE MAIPU,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,1,Corporación Municipal,0,Urbano, 127 , 20 , 2 , 10 , 8 , 167 ,89.22155689
9889,2,LICEO REINO DE DINAMARCA,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,1,Corporación Municipal,0,Urbano, 243 , 10 , 17 , 22 , 2 , 294 ,91.83673469
9896,5,LICEO ALCALDE GONZALO PEREZ LLONA,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,1,Corporación Municipal,0,Urbano, 242 , 21 , 30 , 38 , 6 , 337 ,86.94362018
9897,3,LICEO POLITECNICO PARTICULAR HANNOVER,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano," 1,045 ", 38 , 87 , 120 , 1 ," 1,291 ",90.6274206
9900,7,POLITECNICO ALEMAN ALBERT EINSTEIN,13,Región Metropolitana de Santiago,131,Santiago,13102,Cerrillos,3,Particular Subvencionado,0,Urbano, 584 , 35 , 63 , 66 , 20 , 768 ,88.80208333
9903,1,COLEGIO LOS CONQUISTADORES,13,Región Metropolitana de Santiago,131,Santiago,13102,Cerrillos,3,Particular Subvencionado,0,Urbano, 276 , 8 , 35 , 86 , 1 , 406 ,78.57142857
9905,8,LICEO SAN PEDRO POVEDA,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 173 , 1 , 27 , 133 , 2 , 336 ,59.82142857
9906,6,ESCUELA PARTICULAR INSTITUTO AMERICA,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 257 , 11 , 33 , 53 , 4 , 358 ,84.07821229
9907,4,COLEGIO POLIVALENTE CAMILO HENRIQUEZ,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 179 , 5 , 13 , 77 , 5 , 279 ,70.609319
9909,0,CENTRO EDUCACIONAL PIAMARTINO CAROLINA LLONA DE CUEVAS,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano," 1,013 ", 102 , 38 , 105 , 6 ," 1,264 ",91.21835443
9910,4,COLEGIO PARTICULAR SAN FELIX,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 98 , 5 , 6 , 13 , 1 , 123 ,88.61788618
9911,2,COLEGIO DE LA PROVIDENCIA C.LARRAIN DE I,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 248 , 6 , 23 , 58 , 1 , 336 ,82.44047619
9912,0,COLEGIO PART. ASCENSION NICOL,13,Región Metropolitana de Santiago,131,Santiago,13106,Estación Central,3,Particular Subvencionado,0,Urbano, 125 , 2 , 16 , 24 , 4 , 171 ,83.62573099
9917,1,COLEGIO POLIVALENTE PATRICIO MEKIS,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 526 , 11 , 53 , 54 , 3 , 647 ,91.19010819
9919,8,COLEGIO PARTICULAR MATER DEI,13,Región Metropolitana de Santiago,131,Santiago,13102,Cerrillos,3,Particular Subvencionado,0,Urbano, 100 , 4 , 12 , 37 , 1 , 154 ,75.32467532
9924,4,COLEGIO ALBERTO PEREZ,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 207 , 3 , 21 , 156 ,, 387 ,59.68992248
9926,0,COLEGIO SOFIA INFANTE HURTADO,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 96 , 5 , 14 , 19 , 1 , 135 ,85.18518519
9930,9,ESCUELA PARTICULAR JOSE ANTONIO LECAROS,13,Región Metropolitana de Santiago,131,Santiago,13106,Estación Central,3,Particular Subvencionado,0,Urbano, 115 , 3 , 12 , 20 , 1 , 151 ,86.09271523
9937,6,LICEO MATER PURISSIMA,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 183 , 4 , 19 , 88 , 2 , 296 ,69.59459459
9940,6,ESCUELA LICEO MADRE VICENCIA,13,Región Metropolitana de Santiago,131,Santiago,13106,Estación Central,3,Particular Subvencionado,0,Urbano, 214 , 4 , 33 , 78 , 2 , 331 ,75.83081571
9942,2,"ESCUELA, COLEGIO POLITEC.H.DE MAGALLANES",13,Región Metropolitana de Santiago,131,Santiago,13106,Estación Central,3,Particular Subvencionado,0,Urbano, 51 , 2 , 8 , 6 , 13 , 80 ,76.25
9945,7,COLEGIO ELLEN COLLEGE,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 93 , 7 , 10 , 7 , 8 , 125 ,88
9947,3,COLEGIO INDUSTRIAL PART. DON ORIONE,13,Región Metropolitana de Santiago,131,Santiago,13102,Cerrillos,3,Particular Subvencionado,0,Urbano, 460 , 20 , 64 , 126 , 4 , 674 ,80.71216617
9950,3,COLEGIO EL REDENTOR,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 115 , 5 , 16 , 24 ,, 160 ,85
9955,4,COLEGIO ROSITA SANCHEZ,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 102 , 5 , 12 , 26 , 2 , 147 ,80.95238095
9957,0,LICEO INDUSTRIAL ALBERTO WIDMER,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 652 , 57 , 58 , 101 , 5 , 873 ,87.85796105
9959,7,COMPLEJO EDUCACIONAL MAIPU,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 597 , 18 , 83 , 87 , 1 , 786 ,88.80407125
9960,0,ESCUELA PARTICULAR VILLA ESPANA,13,Región Metropolitana de Santiago,131,Santiago,13106,Estación Central,3,Particular Subvencionado,0,Urbano, 70 , 1 , 6 , 38 , 2 , 117 ,65.81196581
9967,8,ESCUELA PARTICULAR RUBEN DARIO,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 124 , 1 , 15 , 81 ,, 221 ,63.34841629
9972,4,ESC. BASICA PARTIC.SAINT MAURICES,13,Región Metropolitana de Santiago,131,Santiago,13102,Cerrillos,3,Particular Subvencionado,0,Urbano, 158 , 6 , 15 , 32 , 1 , 212 ,84.43396226
9973,2,COLEGIO SANTA URSULA,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,3,Particular Subvencionado,0,Urbano, 58 , 2 , 5 , 46 , 3 , 114 ,57.01754386
9979,1,COLEGIO PETER COLLEGE,13,Región Metropolitana de Santiago,131,Santiago,13102,Cerrillos,3,Particular Subvencionado,0,Urbano, 66 , 2 , 10 , 17 ,, 95 ,82.10526316
9981,3,LICEO INDUSTRIAL DOMINGO MATTE PEREZ,13,Región Metropolitana de Santiago,131,Santiago,13119,Maipú,5,Administración Delegada (C. P. 3166),0,Urbano, 422 , 17 , 36 , 44 , 1 , 520 ,91.34615385
9982,1,LICEO COMERCIAL MOLINA LAVIN,13,Región Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,5,Administración Delegada (C. P. 3166),0,Urbano, 647 , 35 , 62 , 39 , 6 , 789 ,94.29657795
9985,6,LICEO GUILLERMO LABARCA HUBERTSON,13,Región Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,1,Corporación Municipal,0,Urbano, 344 , 27 , 24 , 32 , 53 , 480 ,82.29166667
9986,4,LICEO POLITECNICO,13,Región Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,1,Corporación Municipal,0,Urbano, 252 , 11 , 21 , 22 , 25 , 331 ,85.80060423
10023,4,LICEO ALBERTO HURTADO,13,Región Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,3,Particular Subvencionado,0,Urbano, 200 , 4 , 33 , 45 , 11 , 293 ,80.88737201
10030,7,LICEO POLIV.SAN JOSE DE LA PRECIOSA SANG,13,Región Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,3,Particular Subvencionado,0,Urbano, 440 , 20 , 57 , 102 , 5 , 624 ,82.8525641
10042,0,COLEGIO BICENTENARIO ELVIRA HURTADO DE MATTE DE SANTIAGO,13,Región Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,3,Particular Subvencionado,0,Urbano, 220 , 9 , 26 , 95 , 1 , 351 ,72.64957265
10044,7,CENTRO EDUCACIONAL ALBERTO HURTADO,13,Región Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,3,Particular Subvencionado,0,Urbano, 595 , 19 , 51 , 57 , 21 , 743 ,89.50201884
10052,8,LICEO POLITECNICO SAN FRANCISCO SOLANO,13,Región Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,3,Particular Subvencionado,0,Urbano, 342 , 12 , 33 , 23 , 16 , 426 ,90.84507042
10058,7,COLEGIO POLIVALENTE PRINCIPE DE GALES,13,Región Metropolitana de Santiago,131,Santiago,13106,Estación Central,3,Particular Subvencionado,0,Urbano, 184 , 9 , 24 , 42 , 37 , 296 ,73.31081081
10069,2,COLEGIO MARQUEL,13,Región Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,3,Particular Subvencionado,0,Urbano, 204 , 8 , 34 , 59 , 5 , 310 ,79.35483871
10073,0,LICEO BICENTENARIO INDUSTRIAL VICENTE PEREZ ROSALES,13,Región Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,5,Administración Delegada (C. P. 3166),0,Urbano, 574 , 42 , 43 , 47 , 6 , 712 ,92.55617978
10075,7,LICEO POLIVALENTE LOS HEROES DE LA CONCEPCIÓN,13,Región Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,6,Servicio Local de Educación(SLE),0,Urbano, 223 , 6 , 7 , 11 , 8 , 255 ,92.54901961
10076,5,COMPLEJO EDUCACIONAL PEDRO PRADO,13,Región Metropolitana de Santiago,131,Santiago,13117,Lo Prado,6,Servicio Local de Educación(SLE),0,Urbano, 425 , 18 , 45 , 32 , 27 , 547 ,89.21389397
10077,3,LICEO MUN. CENTRO EDUCACIONAL PUDAHUEL,13,Región Metropolitana de Santiago,131,Santiago,13124,Pudahuel,6,Servicio Local de Educación(SLE),0,Urbano, 330 , 24 , 11 , 20 , 13 , 398 ,91.70854271
10091,9,ESCUELA PROFESORA GLADYS VALENZUELA V,13,Región Metropolitana de Santiago,131,Santiago,13117,Lo Prado,6,Servicio Local de Educación(SLE),0,Urbano, 197 , 6 , 14 , 17 , 11 , 245 ,88.57142857
10106,0,ESCUELA POETA PABLO NERUDA,13,Región Metropolitana de Santiago,131,Santiago,13117,Lo Prado,6,Servicio Local de Educación(SLE),0,Urbano, 176 , 8 , 25 , 22 , 14 , 245 ,85.30612245
10126,5,COMPLEJO EDUCACIONAL CERRO NAVIA,13,Región Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,6,Servicio Local de Educación(SLE),0,Urbano, 107 , 6 , 7 , 6 , 3 , 129 ,93.02325581
10130,3,LICEO CIUDAD DE BRASILIA,13,Región Metropolitana de Santiago,131,Santiago,13124,Pudahuel,6,Servicio Local de Educación(SLE),1,Rural, 101 , 4 , 19 , 14 ,, 138 ,89.85507246
10140,0,ESCUELA PARTICULAR FRINGS COLLEGE,13,Región Metropolitana de Santiago,131,Santiago,13117,Lo Prado,3,Particular Subvencionado,0,Urbano, 81 , 2 , 13 , 16 , 1 , 113 ,84.95575221
10158,3,COLEGIO SAN DAMIAN DE MOLOKAI,13,Región Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,3,Particular Subvencionado,0,Urbano, 246 , 4 , 28 , 18 , 3 , 299 ,92.97658863
10162,1,LICEO TENIENTE DAGOBERTO GODOY NO.3,13,Región Metropolitana de Santiago,131,Santiago,13117,Lo Prado,3,Particular Subvencionado,0,Urbano, 133 , 1 , 21 , 18 , 1 , 174 ,89.08045977
10164,8,COLEGIO SAN FRANCISCO JAVIER,13,Región Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,3,Particular Subvencionado,0,Urbano, 135 , 2 , 9 , 11 ,, 157 ,92.99363057
10187,7,COLEGIO MADRE ANA EUGENIA,13,Región Metropolitana de Santiago,131,Santiago,13124,Pudahuel,3,Particular Subvencionado,0,Urbano, 246 , 2 , 38 , 52 , 1 , 339 ,84.36578171
10193,1,COLEGIO POLIV. SAINT ORLAND N 3,13,Región Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,3,Particular Subvencionado,0,Urbano, 130 , 2 , 12 , 16 ,, 160 ,90
10196,6,LICEO INDUSTRIAL BENJAMIN DAVILA LARRAIN,13,Región Metropolitana de Santiago,131,Santiago,13128,Renca,5,Administración Delegada (C. P. 3166),0,Urbano, 633 , 35 , 69 , 74 , 1 , 812 ,90.7635468
10199,0,LICEO POLIVALENTE A80 PRESIDENTE JOSE MANUEL BALMACEDA,13,Región Metropolitana de Santiago,131,Santiago,13108,Independencia,2,Municipal DAEM,0,Urbano, 149 , 13 , 37 , 42 , 19 , 260 ,76.53846154
10220,2,COLEGIO PRESIDENTE ALESSANDRI,13,Región Metropolitana de Santiago,131,Santiago,13108,Independencia,3,Particular Subvencionado,0,Urbano, 191 , 12 , 16 , 34 , 5 , 258 ,84.88372093
10223,7,LICEO SANTA TERESITA,13,Región Metropolitana de Santiago,131,Santiago,13108,Independencia,3,Particular Subvencionado,0,Urbano, 549 , 15 , 60 , 78 , 13 , 715 ,87.27272727
10224,5,COLEGIO ARTURO TORO AMOR,13,Región Metropolitana de Santiago,131,Santiago,13108,Independencia,3,Particular Subvencionado,0,Urbano, 216 , 5 , 36 , 59 , 11 , 327 ,78.59327217
10232,6,COLEG. POLIV. SANTA MARIA DE LA PROVIDENCIA,13,Región Metropolitana de Santiago,131,Santiago,13128,Renca,3,Particular Subvencionado,0,Urbano, 214 , 6 , 21 , 47 ,, 288 ,83.68055556
10240,7,ESCUELA LUIS CRUZ MARTINEZ,13,Región Metropolitana de Santiago,131,Santiago,13125,Quilicura,2,Municipal DAEM,0,Urbano, 222 , 15 , 23 , 39 , 29 , 328 ,79.26829268
10246,6,COLEGIO POLIV. SANTA MARIA,13,Región Metropolitana de Santiago,131,Santiago,13125,Quilicura,3,Particular Subvencionado,0,Urbano, 393 , 15 , 49 , 105 , 2 , 564 ,81.02836879
10248,2,LICEO INSTITUTO TECNOLOGICO Y COMERCIAL RECOLETA-INTECO,13,Región Metropolitana de Santiago,131,Santiago,13127,Recoleta,5,Administración Delegada (C. P. 3166),0,Urbano, 488 , 33 , 52 , 37 , 45 , 655 ,87.48091603
10250,4,CENTRO EDUCACIONAL DE HUECHURABA,13,Región Metropolitana de Santiago,131,Santiago,13107,Huechuraba,2,Municipal DAEM,0,Urbano, 183 , 9 , 5 , 10 , 11 , 218 ,90.36697248
10251,2,LICEO POETA FEDERICO GARCIA LORCA,13,Región Metropolitana de Santiago,131,Santiago,13104,Conchalí,1,Corporación Municipal,0,Urbano, 117 , 13 , 18 , 12 , 10 , 170 ,87.05882353
10252,0,LICEO ARTURO PEREZ CANTO,13,Región Metropolitana de Santiago,131,Santiago,13127,Recoleta,2,Municipal DAEM,0,Urbano, 135 , 15 , 11 , 24 , 25 , 210 ,76.66666667
10253,9,LICEO POLIV. ABDON CIFUENTES,13,Región Metropolitana de Santiago,131,Santiago,13104,Conchalí,1,Corporación Municipal,0,Urbano, 394 , 55 , 23 , 56 , 13 , 541 ,87.24584104
10254,7,CENTRO EDUCACIONAL JOSE MIGUEL CARRERA,13,Región Metropolitana de Santiago,131,Santiago,13127,Recoleta,2,Municipal DAEM,0,Urbano, 156 , 3 , 7 , 10 , 7 , 183 ,90.71038251
10255,5,COMPLEJO EDUCACIONAL JUANITA FERNANDEZ SOLAR,13,Región Metropolitana de Santiago,131,Santiago,13127,Recoleta,2,Municipal DAEM,0,Urbano, 550 , 26 , 40 , 47 , 15 , 678 ,90.85545723
10259,8,LICEO ALBERTO BLEST GANA,13,Región Metropolitana de Santiago,131,Santiago,13104,Conchalí,1,Corporación Municipal,0,Urbano, 150 , 7 , 32 , 47 , 28 , 264 ,71.59090909
10269,5,LICEO MUNC.ALMIRANTE GALVARINO RIVEROS,13,Región Metropolitana de Santiago,131,Santiago,13104,Conchalí,1,Corporación Municipal,0,Urbano, 115 , 8 , 16 , 19 , 7 , 165 ,84.24242424
10313,6,COLEGIO POLIV. ALEJANDRO FLORES,13,Región Metropolitana de Santiago,131,Santiago,13127,Recoleta,3,Particular Subvencionado,0,Urbano, 240 , 13 , 50 , 43 , 11 , 357 ,84.87394958
10315,2,COLEGIO CRISTOBAL COLON,13,Región Metropolitana de Santiago,131,Santiago,13104,Conchalí,3,Particular Subvencionado,0,Urbano, 111 , 2 , 12 , 39 ,, 164 ,76.2195122
10320,9,LICEO AVENIDA RECOLETA,13,Región Metropolitana de Santiago,131,Santiago,13127,Recoleta,3,Particular Subvencionado,0,Urbano, 321 , 29 , 22 , 40 , 20 , 432 ,86.11111111
10329,2,COLEGIO LIBERTADOR SAN MARTIN,13,Región Metropolitana de Santiago,131,Santiago,13104,Conchalí,3,Particular Subvencionado,0,Urbano, 165 , 23 , 26 , 26 , 44 , 284 ,75.35211268
10337,3,COLEGIO MATER DOLOROSA,13,Región Metropolitana de Santiago,131,Santiago,13107,Huechuraba,3,Particular Subvencionado,0,Urbano, 109 , 3 , 21 , 23 ,, 156 ,85.25641026
10344,6,COLEGIO HELLEN´S COLLEGE,13,Región Metropolitana de Santiago,131,Santiago,13104,Conchalí,3,Particular Subvencionado,0,Urbano, 218 , 6 , 35 , 39 , 1 , 299 ,86.62207358
10350,0,COLEGIO ELENA BETTINI,13,Región Metropolitana de Santiago,131,Santiago,13108,Independencia,3,Particular Subvencionado,0,Urbano, 155 , 4 , 26 , 60 ,, 245 ,75.51020408
10352,7,ESC.BASICA PART. NUEVA AURORA DE CHILE,13,Región Metropolitana de Santiago,131,Santiago,13127,Recoleta,3,Particular Subvencionado,0,Urbano, 104 ,, 20 , 17 , 2 , 143 ,86.71328671
10377,2,LICEO POLIVALENTE SAINT ANDREWS,13,Región Metropolitana de Santiago,133,Chacabuco,13302,Lampa,3,Particular Subvencionado,0,Urbano, 71 , 3 , 14 , 13 , 5 , 106 ,83.01886792
10385,3,ESCUELA PART. ADVENTISTA SANTIAGO NORTE,13,Región Metropolitana de Santiago,131,Santiago,13104,Conchalí,3,Particular Subvencionado,0,Urbano, 121 , 4 , 16 , 21 , 6 , 168 ,83.92857143
10396,9,LICEO POLIVALENTE RAFAEL DONOSO CARRASCO,13,Región Metropolitana de Santiago,131,Santiago,13127,Recoleta,5,Administración Delegada (C. P. 3166),0,Urbano, 461 , 26 , 41 , 40 , 4 , 572 ,92.30769231
10397,7,LICEO INDUSTRIAL DE RECOLETA,13,Región Metropolitana de Santiago,131,Santiago,13127,Recoleta,5,Administración Delegada (C. P. 3166),0,Urbano, 308 , 18 , 21 , 22 , 12 , 381 ,91.07611549
10399,3,LICEO POLIVALENTE RIGOBERTO FONTT I.,13,Región Metropolitana de Santiago,133,Chacabuco,13301,Colina,1,Corporación Municipal,0,Urbano, 895 , 17 , 86 , 70 , 19 ," 1,087 ",91.81232751
10405,1,LICEO ESMERALDA,13,Región Metropolitana de Santiago,133,Chacabuco,13301,Colina,1,Corporación Municipal,0,Urbano, 399 , 18 , 34 , 19 , 12 , 482 ,93.56846473
10408,6,LICEO CORONEL ENRIQUE CABRERA JIMENEZ,13,Región Metropolitana de Santiago,133,Chacabuco,13301,Colina,1,Corporación Municipal,1,Rural, 340 , 7 , 15 , 20 , 10 , 392 ,92.34693878
10415,9,ESCUELA PARTICULAR DESIREE,13,Región Metropolitana de Santiago,133,Chacabuco,13301,Colina,3,Particular Subvencionado,0,Urbano, 501 , 20 , 48 , 116 , 7 , 692 ,82.22543353
10419,1,COMPLEJO EDUCACIONAL DE LAMPA,13,Región Metropolitana de Santiago,133,Chacabuco,13302,Lampa,1,Corporación Municipal,0,Urbano, 746 , 11 , 63 , 54 , 8 , 882 ,92.97052154
10432,9,LICEO POLIVALENTE MANUEL RODRIGUEZ,13,Región Metropolitana de Santiago,133,Chacabuco,13303,Tiltil,1,Corporación Municipal,0,Urbano, 294 , 12 , 21 , 26 ,, 353 ,92.63456091
10433,7,LICEO HUERTOS FAMILIARES,13,Región Metropolitana de Santiago,133,Chacabuco,13303,Tiltil,1,Corporación Municipal,0,Urbano, 118 , 4 , 21 , 23 ,, 166 ,86.14457831
10450,7,ESCUELA CONSOLIDADA,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,1,Corporación Municipal,0,Urbano, 436 , 21 , 58 , 47 , 8 , 570 ,90.35087719
10452,3,LICEO PUENTE ALTO,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,1,Corporación Municipal,0,Urbano, 278 , 20 , 16 , 33 , 24 , 371 ,84.6361186
10453,1,LICEO IND. MUNICIPALIZADO A N_ 116,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,1,Corporación Municipal,0,Urbano, 492 , 23 , 34 , 22 , 1 , 572 ,95.97902098
10455,8,LICEO SAN GERONIMO,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,1,Corporación Municipal,0,Urbano, 162 , 6 , 13 , 19 , 1 , 201 ,90.04975124
10456,6,LICEO COMERCIAL DE PUENTE ALTO,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,1,Corporación Municipal,0,Urbano, 506 , 14 , 49 , 34 , 4 , 607 ,93.73970346
10457,4,COLEGIO MAIPO,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,1,Corporación Municipal,0,Urbano, 237 , 12 , 28 , 17 , 1 , 295 ,93.89830508
10470,1,LICEO MUNIC.ING.MILITAR JUAN MACKENA O.,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,1,Corporación Municipal,0,Urbano, 468 , 28 , 62 , 62 , 10 , 630 ,88.57142857
10479,5,COLEGIO ESTELA SEGURA,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 122 , 3 , 14 , 24 ,, 163 ,85.27607362
10482,5,COLEGIO ARTURO PRAT,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 122 , 7 , 20 , 16 , 4 , 169 ,88.16568047
10484,1,COLEGIO CORDILLERA,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 237 , 7 , 32 , 44 , 1 , 321 ,85.98130841
10487,6,COLEGIO POLIVALENTE DOMINGO MATTE MESIAS,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 713 , 22 , 123 , 205 , 1 ," 1,064 ",80.63909774
10489,2,LICEO NUESTRA SENORA DE LAS MERCEDES,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 223 , 11 , 30 , 32 ,, 296 ,89.18918919
10491,4,ESCUELA SANTA JOAQUINA DE VEDRUNA,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 105 , 2 , 17 , 37 , 1 , 162 ,76.54320988
10492,2,COLEGIO CRISTIANO BELEN,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 88 , 5 , 8 , 26 , 1 , 128 ,78.90625
10493,0,COLEGIO SAN LUIS DE GONZAGA II,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 323 , 25 , 29 , 61 , 1 , 439 ,85.87699317
10496,5,ESCUELA INDUSTRIAL LAS NIEVES,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,1,Rural, 671 , 80 , 47 , 82 ,, 880 ,90.68181818
10500,7,COLEGIO POLIV. EL ALBORADA,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 279 , 7 , 22 , 16 , 2 , 326 ,94.47852761
10501,5,COLEGIO POLIV. PROFESOR ILDEFONSO CALDERON,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 231 , 18 , 21 , 32 , 3 , 305 ,88.52459016
10503,1,COLEGIO EDUC.PART. COMP.DE MARIA P. ALTO,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 182 , 8 , 30 , 62 ,, 282 ,78.0141844
10505,8,LICEO POLIVALENTE MARIA REINA,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 256 , 44 , 6 , 49 ,, 355 ,86.1971831
10506,6,COLEGIO SENDA DEL SABER,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 210 , 5 , 32 , 35 , 3 , 285 ,86.66666667
10507,4,ESCUELA TECNICA LAS NIEVES,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,1,Rural, 703 , 32 , 60 , 67 , 8 , 870 ,91.37931034
10515,5,ESCUELA DOMINGO FAUSTINO SARMIENTO,13,Región Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,3,Particular Subvencionado,0,Urbano, 74 , 4 , 7 , 8 ,, 93 ,91.39784946
10516,3,LICEO MUNIC. TEC. PROF. EL LLANO,13,Región Metropolitana de Santiago,132,Cordillera,13202,Pirque,1,Corporación Municipal,0,Urbano, 209 , 5 , 19 , 24 , 4 , 261 ,89.27203065
10520,1,LICEO  EL PRINCIPAL,13,Región Metropolitana de Santiago,132,Cordillera,13202,Pirque,1,Corporación Municipal,1,Rural, 154 , 7 , 15 , 21 ,, 197 ,89.34010152
10526,0,LICEO POLIVALENTE SAN JOSE DE MAIPO,13,Región Metropolitana de Santiago,132,Cordillera,13203,San José de Maipo,1,Corporación Municipal,0,Urbano, 313 , 20 , 18 , 30 , 4 , 385 ,91.16883117
10540,6,COLEGIO RAFAEL EYZAGUIRRE,13,Región Metropolitana de Santiago,132,Cordillera,13203,San José de Maipo,3,Particular Subvencionado,0,Urbano, 123 , 1 , 15 , 31 , 2 , 172 ,80.81395349
10541,4,LICEO COMERCIAL DE SAN BERNARDO,13,Región Metropolitana de Santiago,134,Maipo,13401,San Bernardo,5,Administración Delegada (C. P. 3166),0,Urbano," 1,066 ", 72 , 59 , 57 , 3 ," 1,257 ",95.22673031
10542,2,CENTRO EDUCACIONAL BALDOMERO LILLO,13,Región Metropolitana de Santiago,134,Maipo,13401,San Bernardo,1,Corporación Municipal,0,Urbano, 205 , 19 , 18 , 13 , 14 , 269 ,89.96282528
