ID_RBD,DV_RBD,DS_NOM_ESTABLE,ID_REGION_ESTABLE,DS_REGION_ESTABLE,ID_PROVINCIA_ESTABLE,DS_PROVINCIA_ESTABLE,ID_COMUNA_ESTABLE,DS_COMUNA_ESTABLE,ID_TIPO_DEPENDENCIA,DS_TIPO_DEPENDENCIA,ID_RURALIDAD,DS_RURALIDAD, PRIMERA PRIORIDAD , SEGUNDA PRIORIDAD , TERCERA PRIORIDAD , NO PRIORIZADO EN VULNERABILIDAD , SIN INFORMACION ,TOTAL MATRICULA BÁSICA DIC 2020,IVE-SINAE BÁSICA 2021
312,3,ESCUELA ECUADOR,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 352 , 16 , 55 , 108 , 29 , 560 ,75.53571429
313,1,ESCUELA ARTURO PRAT,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 820 , 37 , 51 , 147 , 20 ," 1,075 ",84.46511628
315,8,ESCUELA HEROES DE LA CONCEPCION,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 341 , 24 , 52 , 80 , 27 , 524 ,79.58015267
316,6,ESCUELA LAS AMERICAS PROFESOR JUSTO VALLADARES ORELLANA,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 231 , 17 , 27 , 60 , 14 , 349 ,78.7965616
317,4,ESCUELA LAS ROCAS,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 601 , 23 , 68 , 166 , 49 , 907 ,76.2954796
318,2,ESCUELA EDDA CUNEO DONNAGIO,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 86 , 5 , 21 , 117 , 3 , 232 ,48.27586207
319,0,ESCUELA LA BANDERA,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 627 , 34 , 65 , 101 , 12 , 839 ,86.53158522
320,4,LICEO ARTISTICO DE ANTOFAGASTA `ARMANDO CARRERA GONZALEZ`,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 359 , 18 , 46 , 83 , 16 , 522 ,81.03448276
322,0,ESCUELA GENERAL MANUEL BAQUEDANO,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 335 , 19 , 36 , 58 , 59 , 507 ,76.92307692
324,7,ESCUELA FUNDACION MINERA ESCONDIDA,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 211 , 38 , 21 , 30 , 40 , 340 ,79.41176471
326,3,ESCUELA SANTIAGO AMENGUAL B.,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 350 , 17 , 37 , 40 , 27 , 471 ,85.77494692
329,8,INSTITUTO CIENTÍFICO EDUCACIONAL JOSÉ MAZA SANCHO,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 228 , 8 , 36 , 119 , 12 , 403 ,67.49379653
332,8,ESCUELA GABRIELA MISTRAL,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,1,Corporación Municipal,0,Urbano, 377 , 32 , 23 , 56 , 40 , 528 ,81.81818182
335,2,COLEGIO MISIONERO JOSE LANCASTER,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,3,Particular Subvencionado,0,Urbano, 267 , 11 , 28 , 33 , 14 , 353 ,86.68555241
336,0,LICEO EXPERIMENTAL ARTISTICO-APLICACION,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,3,Particular Subvencionado,0,Urbano, 361 , 15 , 62 , 353 , 67 , 858 ,51.04895105
337,9,COLEGIO SANTA TERESITA,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,3,Particular Subvencionado,0,Urbano, 310 , 11 , 97 , 302 , 7 , 727 ,57.49656121
341,7,COLEGIO ADVENTISTA DE ANTOFAGASTA,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,3,Particular Subvencionado,0,Urbano, 311 , 8 , 43 , 154 , 6 , 522 ,69.348659
342,5,COLEGIO INGLES SAN JOSE,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,3,Particular Subvencionado,0,Urbano, 245 , 21 , 48 , 314 , 15 , 643 ,48.83359253
343,3,ESCUELA PRESBITERIANA,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,3,Particular Subvencionado,0,Urbano, 388 , 11 , 62 , 125 , 9 , 595 ,77.4789916
344,1,COLEGIO SANTA EMILIA,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,3,Particular Subvencionado,0,Urbano, 350 , 19 , 73 , 182 , 3 , 627 ,70.49441786
350,6,COLEGIO LIDIA MORENO,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,3,Particular Subvencionado,0,Urbano, 254 , 10 , 53 , 170 , 5 , 492 ,64.43089431
356,5,COLEGIO CORAZON DE MARIA,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,3,Particular Subvencionado,0,Urbano, 302 , 13 , 66 , 239 , 13 , 633 ,60.18957346
365,4,COLEGIO EAGLE SCHOOL,2,Región de Antofagasta,21,Antofagasta,2101,Antofagasta,3,Particular Subvencionado,0,Urbano, 225 , 18 , 36 , 249 , 19 , 547 ,51.00548446
367,0,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT,2,Región de Antofagasta,21,Antofagasta,2102,Mejillones,2,Municipal DAEM,0,Urbano, 383 , 48 , 29 , 99 , 98 , 657 ,70.0152207
368,9,ESCUELA BASICA JULIA HERRERA VARAS,2,Región de Antofagasta,21,Antofagasta,2102,Mejillones,2,Municipal DAEM,0,Urbano, 506 , 23 , 41 , 120 , 37 , 727 ,78.40440165
369,7,ESCUELA LUCILA GODOY ALCAYAGA,2,Región de Antofagasta,21,Antofagasta,2102,Mejillones,2,Municipal DAEM,1,Rural, 18 , 1 ,, 1 , 1 , 21 ,90.47619048
370,0,ESCUELA ESTACION BAQUEDANO,2,Región de Antofagasta,21,Antofagasta,2103,Sierra Gorda,2,Municipal DAEM,0,Urbano, 101 , 6 , 9 , 23 , 10 , 149 ,77.85234899
371,9,ESCUELA CARACOLES,2,Región de Antofagasta,21,Antofagasta,2103,Sierra Gorda,2,Municipal DAEM,0,Urbano, 51 , 4 , 2 , 19 , 7 , 83 ,68.6746988
372,7,LICEO POLITECNICO JOSE MIGUEL QUIROZ,2,Región de Antofagasta,21,Antofagasta,2104,Taltal,2,Municipal DAEM,0,Urbano, 153 , 5 , 6 , 10 , 4 , 178 ,92.13483146
373,5,LICEO JUAN CORTES-MONROY CORTES,2,Región de Antofagasta,21,Antofagasta,2104,Taltal,2,Municipal DAEM,0,Urbano, 176 , 2 , 14 , 30 , 4 , 226 ,84.95575221
374,3,ESCUELA HOGAR VICTORIANO QUINTEROS SOTO,2,Región de Antofagasta,21,Antofagasta,2104,Taltal,2,Municipal DAEM,0,Urbano, 233 , 6 , 14 , 30 , 9 , 292 ,86.64383562
375,1,ESCUELA VICTOR CARVAJAL MEZA,2,Región de Antofagasta,21,Antofagasta,2104,Taltal,2,Municipal DAEM,0,Urbano, 271 , 9 , 31 , 90 , 3 , 404 ,76.98019802
377,8,ESCUELA PARANAL,2,Región de Antofagasta,21,Antofagasta,2104,Taltal,2,Municipal DAEM,1,Rural, 35 , 2 ,,,, 37 ,100
380,8,ESCUELA BÁSICA DIEGO PORTALES PALAZUELOS,3,Región de Atacama,32,Chañaral,3201,Chañaral,2,Municipal DAEM,0,Urbano, 271 , 6 , 14 , 16 , 1 , 308 ,94.48051948
381,6,ESCUELA BÁSICA PEDRO LUJAN,3,Región de Atacama,32,Chañaral,3201,Chañaral,2,Municipal DAEM,0,Urbano, 119 , 2 , 3 , 16 ,, 140 ,88.57142857
382,4,ESCUELA BÁSICA GASPAR CABRALES,3,Región de Atacama,32,Chañaral,3201,Chañaral,2,Municipal DAEM,0,Urbano, 202 , 10 , 26 , 75 , 5 , 318 ,74.8427673
386,7,ESCUELA ALIRO LAMAS CASTILLO,3,Región de Atacama,32,Chañaral,3202,Diego de Almagro,2,Municipal DAEM,0,Urbano, 438 , 17 , 27 , 56 , 3 , 541 ,89.09426987
387,5,ESCUELA BÁSICA EMPERATRIZ SEPÚLVEDA LANDEROS,3,Región de Atacama,32,Chañaral,3202,Diego de Almagro,2,Municipal DAEM,1,Rural, 29 , 1 , 3 , 4 ,, 37 ,89.18918919
390,5,ESCUELA COEDUCACIONAL PARTICULAR,3,Región de Atacama,32,Chañaral,3202,Diego de Almagro,3,Particular Subvencionado,0,Urbano, 304 , 29 , 66 , 273 , 22 , 694 ,57.49279539
392,1,LICEO DIEGO DE ALMEIDA,3,Región de Atacama,32,Chañaral,3202,Diego de Almagro,3,Particular Subvencionado,0,Urbano, 118 , 8 , 12 , 38 , 5 , 181 ,76.24309392
400,6,LICEO BICENTENARIO MERCEDES FRITIS MACKENNEY,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 247 , 13 , 9 , 30 , 1 , 300 ,89.66666667
401,4,ESCUELA BERNARDO O HIGGINS,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 549 , 19 , 51 , 82 , 3 , 704 ,87.92613636
403,0,ESCUELA LAURA ROBLES SILVA,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 526 , 18 , 23 , 32 , 19 , 618 ,91.74757282
405,7,ESCUELA LOS ESTANDARTES,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 470 , 5 , 13 , 22 , 17 , 527 ,92.59962049
406,5,ESCUELA VICENTE SEPÚLVEDA ROJO,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 506 , 23 , 21 , 39 , 47 , 636 ,86.47798742
407,3,ESCUELA JESÚS FERNÁNDEZ HIDALGO,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 250 , 15 , 16 , 14 , 17 , 312 ,90.06410256
408,1,ESCUELA PEDRO LEÓN GALLO,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 808 , 12 , 59 , 90 , 4 , 973 ,90.33915725
410,3,ESCUELA JOSÉ MANSO DE VELASCO,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 446 , 6 , 23 , 26 , 18 , 519 ,91.522158
411,1,ESCUELA LAS CANTERAS,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 437 , 10 , 35 , 38 , 13 , 533 ,90.4315197
413,8,ESCUELA LAS BRISAS,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 196 , 7 , 5 , 6 , 19 , 233 ,89.27038627
415,4,LICEO DE MÚSICA DE COPIAPÓ HUGO GARRIDO GAETE,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 400 , 45 , 48 , 201 , 6 , 700 ,70.42857143
416,2,ESCUELA ABRAHAM SEPÚLVEDA PIZARRO,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 485 , 19 , 42 , 57 , 8 , 611 ,89.36170213
417,0,COLEGIO BUEN PASTOR,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 520 , 38 , 53 , 108 , 1 , 720 ,84.86111111
418,9,ESCUELA ISABEL PEÑA MORALES,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 806 , 29 , 76 , 101 , 9 ," 1,021 ",89.22624878
419,7,ESCUELA HERNÁN MÁRQUEZ HUERTA,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 512 , 13 , 15 , 31 , 11 , 582 ,92.78350515
420,0,LICEO FERNANDO ARIZTÍA RUIZ,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 684 , 35 , 24 , 53 , 21 , 817 ,90.94247246
421,9,ESCUELA BRUNO ZAVALA FREDES,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 688 , 41 , 74 , 137 , 2 , 942 ,85.24416136
423,5,ESCUELA SAN PEDRO,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,1,Rural, 187 , 6 , 8 , 7 , 5 , 213 ,94.36619718
427,8,ESCUELA LUIS CRUZ MARTÍNEZ,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,0,Urbano, 269 , 9 , 9 , 42 ,, 329 ,87.23404255
429,4,LICEO CATÓLICO ATACAMA,3,Región de Atacama,31,Copiapó,3101,Copiapó,3,Particular Subvencionado,0,Urbano, 601 , 24 , 97 , 497 , 6 ," 1,225 ",58.93877551
430,8,LICEO POLITÉCNICO BELÉN,3,Región de Atacama,31,Copiapó,3101,Copiapó,3,Particular Subvencionado,0,Urbano, 488 , 23 , 40 , 68 , 5 , 624 ,88.30128205
431,6,LICEO SAGRADO CORAZÓN,3,Región de Atacama,31,Copiapó,3101,Copiapó,3,Particular Subvencionado,0,Urbano, 363 , 17 , 48 , 120 , 2 , 550 ,77.81818182
433,2,COLEGIO ADVENTISTA DE COPIAPÓ,3,Región de Atacama,31,Copiapó,3101,Copiapó,3,Particular Subvencionado,0,Urbano, 467 , 11 , 66 , 133 , 5 , 682 ,79.76539589
434,0,ESCUELA SAN VICENTE DE PAUL,3,Región de Atacama,31,Copiapó,3101,Copiapó,3,Particular Subvencionado,0,Urbano, 534 , 20 , 57 , 82 , 3 , 696 ,87.78735632
439,1,ESCUELA TOTORAL,3,Región de Atacama,31,Copiapó,3101,Copiapó,2,Municipal DAEM,1,Rural, 3 ,,,,, 3 ,100
440,5,COLEGIO PARROQUIAL PADRE NEGRO,3,Región de Atacama,31,Copiapó,3102,Caldera,3,Particular Subvencionado,0,Urbano, 517 , 5 , 45 , 72 , 4 , 643 ,88.18040435
441,3,ESCUELA DE CONCENTRACIÓN,3,Región de Atacama,31,Copiapó,3103,Tierra Amarilla,2,Municipal DAEM,0,Urbano, 113 , 1 , 8 , 6 , 6 , 134 ,91.04477612
442,1,ESCUELA VICTOR MANUEL SÁNCHEZ CABAÑAS,3,Región de Atacama,31,Copiapó,3103,Tierra Amarilla,2,Municipal DAEM,0,Urbano, 326 , 10 , 28 , 41 , 2 , 407 ,89.43488943
444,8,ESCUELA LUIS URIBE ORREGO,3,Región de Atacama,31,Copiapó,3103,Tierra Amarilla,2,Municipal DAEM,0,Urbano, 356 , 5 , 9 , 26 , 4 , 400 ,92.5
445,6,ESCUELA PAUL HARRIS,3,Región de Atacama,31,Copiapó,3103,Tierra Amarilla,2,Municipal DAEM,1,Rural, 26 ,, 1 , 1 ,, 28 ,96.42857143
446,4,ESCUELA AMOLANAS,3,Región de Atacama,31,Copiapó,3103,Tierra Amarilla,2,Municipal DAEM,1,Rural, 18 , 3 , 1 , 2 , 2 , 26 ,84.61538462
447,2,ESCUELA SAN ANTONIO,3,Región de Atacama,31,Copiapó,3103,Tierra Amarilla,2,Municipal DAEM,1,Rural, 6 ,,,,, 6 ,100
450,2,ESCUELA HERMANOS CARRERA,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),0,Urbano, 188 , 4 , 3 , 7 , 2 , 204 ,95.58823529
452,9,ESCUELA GABRIELA MISTRAL,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),0,Urbano, 258 , 3 , 22 , 50 ,, 333 ,84.98498498
453,7,ESCUELA IGNACIO CARRERA PINTO,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),0,Urbano, 484 , 15 , 54 , 86 , 1 , 640 ,86.40625
454,5,ESCUELA GREGORIO CASTILLO MARÍN,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),0,Urbano, 676 , 18 , 40 , 45 , 1 , 780 ,94.1025641
455,3,ESCUELA REPÚBLICA DE LOS ESTADOS UNIDOS,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),0,Urbano, 183 , 7 , 33 , 60 , 1 , 284 ,78.52112676
458,8,ESCUELA ARTURO PÉREZ CANTO,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),0,Urbano, 238 , 3 , 10 , 24 , 3 , 278 ,90.28776978
459,6,ESCUELA BÁSICA ESPAÑA,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),0,Urbano, 446 , 6 , 25 , 47 , 6 , 530 ,90
461,8,ESCUELA LUIS CRUZ MARTÍNEZ,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),0,Urbano, 237 , 3 , 10 , 21 , 1 , 272 ,91.91176471
462,6,ESCUELA JOSÉ CAROCA LAFLOR,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),0,Urbano, 237 , 6 , 16 , 43 , 4 , 306 ,84.64052288
463,4,ESCUELA BÁSICA ROBERTO CUADRA ALQUINTA,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),0,Urbano, 99 , 1 , 6 , 7 ,, 113 ,93.80530973
464,2,ESCUELA BÁSICA GUALBERTO KONG FERNÁNDEZ,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),0,Urbano, 424 , 26 , 24 , 55 , 17 , 546 ,86.81318681
467,7,ESCUELA HERNÁN ARAVENA CONTRERAS,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),1,Rural, 12 ,, 3 , 1 ,, 16 ,93.75
468,5,ESCUELA BÁSICA IGNACIO FRANCO GALLO,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),1,Rural, 20 ,,, 2 ,, 22 ,90.90909091
469,3,ESCUELA BÁSICA JUSTINO LEIVA AMOR,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),1,Rural, 32 , 1 , 2 ,,, 35 ,100
471,5,ESCUELA BÁSICA SARA BEMBOW VILLEGAS,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),1,Rural, 29 , 1 , 4 , 17 ,, 51 ,66.66666667
476,6,ESCUELA BÁSICA SOR TERESA DE LOS ANDES,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),1,Rural, 48 , 2 , 2 , 1 ,, 53 ,98.11320755
478,2,LICEO SANTA MARTA,3,Región de Atacama,33,Huasco,3301,Vallenar,3,Particular Subvencionado,0,Urbano, 397 , 10 , 75 , 209 , 4 , 695 ,69.35251799
479,0,LICEO SAN FRANCISCO,3,Región de Atacama,33,Huasco,3301,Vallenar,3,Particular Subvencionado,0,Urbano, 198 , 8 , 45 , 106 , 2 , 359 ,69.91643454
481,2,ESCUELA BÁSICA ALEJANDRO NOEMI HUERTA,3,Región de Atacama,33,Huasco,3303,Freirina,6,Servicio Local de Educación(SLE),0,Urbano, 302 , 2 , 31 , 38 ,, 373 ,89.81233244
482,0,ESCUELA FORTUNATO SOZA RODRÍGUEZ,3,Región de Atacama,33,Huasco,3303,Freirina,6,Servicio Local de Educación(SLE),1,Rural, 20 ,, 2 , 4 ,, 26 ,84.61538462
483,9,ESCUELA SAMUEL E. CASTILLO LOPEZ,3,Región de Atacama,33,Huasco,3303,Freirina,6,Servicio Local de Educación(SLE),1,Rural, 28 , 1 , 6 , 3 ,, 38 ,92.10526316
484,7,ESCUELA DE MAITENCILLO,3,Región de Atacama,33,Huasco,3303,Freirina,6,Servicio Local de Educación(SLE),1,Rural, 43 , 5 , 1 , 2 ,, 51 ,96.07843137
485,5,ESCUELA BÁSICA YERBAS BUENAS,3,Región de Atacama,33,Huasco,3301,Vallenar,6,Servicio Local de Educación(SLE),1,Rural, 9 , 1 ,,,, 10 ,100
487,1,ESCUELA BÁSICA JOSÉ MIGUEL CARRERA,3,Región de Atacama,33,Huasco,3304,Huasco,6,Servicio Local de Educación(SLE),0,Urbano, 266 , 3 , 13 , 19 ,, 301 ,93.68770764
489,8,ESCUELA EL OLIVAR,3,Región de Atacama,33,Huasco,3304,Huasco,6,Servicio Local de Educación(SLE),0,Urbano, 248 , 9 , 17 , 61 , 3 , 338 ,81.06508876
490,1,ESCUELA PABLO NERUDA,3,Región de Atacama,33,Huasco,3304,Huasco,6,Servicio Local de Educación(SLE),1,Rural, 17 ,,, 1 ,, 18 ,94.44444444
492,8,COLEGIO PARTICULAR ENGLISH COLLEGE,3,Región de Atacama,33,Huasco,3304,Huasco,3,Particular Subvencionado,0,Urbano, 154 , 4 , 14 , 64 ,, 236 ,72.88135593
493,6,ESCUELA EDUCADOR ARTURO ALVEAR RAMOS,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 158 , 4 , 1 , 13 , 2 , 178 ,91.57303371
495,2,ESCUELA AGLADE MARÍN VARGAS,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 10 ,,, 1 ,, 11 ,90.90909091
496,0,ESCUELA DE CHOLLAY,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 14 ,,,,, 14 ,100
497,9,ESCUELA DE LA PAMPA,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 9 ,, 1 ,,, 10 ,100
498,7,ESCUELA ALGARROBILLA,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 3 ,,,,, 3 ,100
499,5,ESCUELA RICARDO CAMPILLAY CONTRERAS,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 149 , 2 , 13 , 20 , 1 , 185 ,88.64864865
500,2,ESCUELA BÁSICA RURAL EL TAMBO,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 1 ,,,,, 1 ,100
502,9,ESCUELA DE LAS MARQUESAS,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 2 ,,,,, 2 ,100
503,7,ESCUELA DE LAS BREAS,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 3 ,,,,, 3 ,100
504,5,ESCUELA GABRIELA MISTRAL,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 11 , 1 ,,,, 12 ,100
506,1,ESCUELA DE LOS PERALES,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 2 ,,,,, 2 ,100
508,8,ESCUELA DE CHIGUINTO,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 1 ,,,,, 1 ,100
514,2,ESCUELA DE EL CORRAL,3,Región de Atacama,33,Huasco,3302,Alto del Carmen,6,Servicio Local de Educación(SLE),1,Rural, 9 ,,,,, 9 ,100
516,9,LICEO GABRIELA MISTRAL DE LA SERENA,4,Región de Coquimbo,41,Elqui,4101,La Serena,1,Corporación Municipal,0,Urbano, 59 , 3 , 1 ,, 7 , 70 ,90
517,7,LICEO GREGORIO CORDOVEZ,4,Región de Coquimbo,41,Elqui,4101,La Serena,1,Corporación Municipal,0,Urbano, 259 , 8 , 14 , 18 , 7 , 306 ,91.83006536
